epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
45,0.7905965447425842,0.0010000000474974513,0.624869704246521,0.8923841118812561,0.29172879457473755
46,0.7738193869590759,0.0010000000474974513,0.6445497870445251,0.8236755132675171,0.5761488676071167
47,0.7756835222244263,0.0010000000474974513,0.6524074673652649,0.8973509669303894,0.28121280670166016
48,0.7843827605247498,0.0010000000474974513,0.6207517981529236,0.9105960130691528,0.24346618354320526
49,0.7827257513999939,0.0010000000474974513,0.6437433958053589,0.8758277893066406,0.3729660212993622
50,0.7899751663208008,0.0010000000474974513,0.6088836789131165,0.8932119011878967,0.29141148924827576
51,0.8021955490112305,0.0010000000474974513,0.6032741069793701,0.876655638217926,0.26841023564338684
52,0.7995029091835022,0.0010000000474974513,0.5767130255699158,0.8965231776237488,0.2834858298301697
53,0.7995029091835022,0.0010000000474974513,0.5953788161277771,0.9254966974258423,0.22792372107505798
54,0.7937033772468567,0.0010000000474974513,0.5356740355491638,0.9205297827720642,0.249597430229187
55,0.7999171614646912,0.0010000000474974513,0.6048168540000916,0.8476821184158325,0.3642553389072418
56,0.7939105033874512,0.0010000000474974513,0.6061918139457703,0.8476821184158325,0.4349035918712616
57,0.8150373101234436,0.0010000000474974513,0.5535176992416382,0.8882450461387634,0.29516443610191345
58,0.8032311797142029,0.0010000000474974513,0.5969886183738708,0.9064569473266602,0.2681967616081238
59,0.7995029091835022,0.0010000000474974513,0.5605875253677368,0.8923841118812561,0.28798767924308777
60,0.810066282749176,0.0010000000474974513,0.5437166690826416,0.8865894079208374,0.28317394852638245
61,0.8202154040336609,0.0010000000474974513,0.516081690788269,0.9064569473266602,0.26417386531829834
62,0.8162800073623657,0.0010000000474974513,0.5636479258537292,0.876655638217926,0.5821403861045837
63,0.8082021474838257,0.0010000000474974513,0.5681649446487427,0.8692052960395813,0.3615017533302307
64,0.8195940256118774,0.0005000000237487257,0.5364388227462769,0.9097682237625122,0.22860194742679596
65,0.8384424448013306,0.0005000000237487257,0.4750240743160248,0.9048013091087341,0.2404605597257614
66,0.8363711833953857,0.0005000000237487257,0.4499285817146301,0.9172185659408569,0.20641593635082245
67,0.8405136466026306,0.0005000000237487257,0.4504038393497467,0.9197019934654236,0.21070468425750732
68,0.8487986922264099,0.0005000000237487257,0.430656373500824,0.931291401386261,0.1932380050420761
69,0.8452775478363037,0.0005000000237487257,0.44315335154533386,0.9114238619804382,0.2472347468137741
70,0.847970187664032,0.0005000000237487257,0.4279380738735199,0.9354304671287537,0.19037851691246033
71,0.8583264350891113,0.0005000000237487257,0.396676242351532,0.9321191906929016,0.17664317786693573
72,0.848384439945221,0.0005000000237487257,0.4200567901134491,0.9180463552474976,0.2116582691669464
73,0.85687655210495,0.0005000000237487257,0.4197574257850647,0.8841059803962708,0.3317563235759735
74,0.8626760840415955,0.0005000000237487257,0.41440582275390625,0.9114238619804382,0.24488553404808044
75,0.8562551736831665,0.0005000000237487257,0.38172411918640137,0.9064569473266602,0.24858154356479645
76,0.8529411554336548,0.0005000000237487257,0.41459718346595764,0.8700330853462219,0.4058181941509247
77,0.862468957901001,0.0005000000237487257,0.38257208466529846,0.9205297827720642,0.1936904489994049
78,0.8593620657920837,0.0005000000237487257,0.4267469346523285,0.9105960130691528,0.2107742428779602
79,0.8539767861366272,0.0005000000237487257,0.4026010036468506,0.9105960130691528,0.24617522954940796
80,0.8597763180732727,0.0005000000237487257,0.3960828483104706,0.8741722106933594,0.2871890664100647
81,0.8719967007637024,0.0005000000237487257,0.3730562925338745,0.943708598613739,0.17788991332054138
82,0.8695111870765686,0.0002500000118743628,0.3591636121273041,0.9321191906929016,0.19333353638648987
83,0.8711681962013245,0.0002500000118743628,0.3487979471683502,0.9097682237625122,0.23559847474098206
84,0.8748964667320251,0.0002500000118743628,0.34312647581100464,0.9221854209899902,0.22422699630260468
85,0.870546817779541,0.0002500000118743628,0.3687581419944763,0.9221854209899902,0.24241092801094055
86,0.870546817779541,0.0002500000118743628,0.35986652970314026,0.9180463552474976,0.24372641742229462
87,0.878624677658081,0.0002500000118743628,0.3406553864479065,0.9072847962379456,0.26694002747535706
88,0.8751035332679749,0.0002500000118743628,0.34925225377082825,0.9254966974258423,0.2075323760509491
89,0.8804888129234314,0.0002500000118743628,0.33553504943847656,0.8923841118812561,0.2910090386867523
90,0.879453182220459,0.0002500000118743628,0.32098448276519775,0.9238410592079163,0.20768731832504272
91,0.8829743266105652,0.0002500000118743628,0.3102109432220459,0.9023178815841675,0.2650274932384491
92,0.8823529481887817,0.0001250000059371814,0.3282419741153717,0.9155629277229309,0.2227029800415039
93,0.8889809250831604,0.0001250000059371814,0.2981584072113037,0.9205297827720642,0.24457572400569916
94,0.8862883448600769,0.0001250000059371814,0.31871962547302246,0.9172185659408569,0.22151191532611847
95,0.8848384618759155,0.0001250000059371814,0.3234013319015503,0.9130794405937195,0.23740917444229126
96,0.8910521864891052,0.0001250000059371814,0.3100124001502991,0.9147350788116455,0.2550935447216034
97,0.8873239159584045,0.0001250000059371814,0.3034901022911072,0.9048013091087341,0.27728092670440674
98,0.8912593126296997,0.0001250000059371814,0.2913106083869934,0.9163907170295715,0.2545173168182373
99,0.8900165557861328,0.0001250000059371814,0.3187362849712372,0.9172185659408569,0.24351464211940765
